OBJECTID,BikeAge,CrashDay,CrashHour,CrashLocation,Light,RoadCondition,RoadConfig,SpeedLimit,Weather
6935,45,Saturday,9,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
6936,62,Wednesday,11,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6937,56,Wednesday,8,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6938,26,Thursday,17,Intersection-Related,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
6939,45,Wednesday,17,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6940,23,Wednesday,12,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6941,14,Wednesday,7,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
6942,66,Thursday,9,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6943,21,Friday,11,Intersection,Daylight,Dry,"Two-Way, Divided, Positive Median Barrier",50 - 55  MPH,Clear
6944,57,Sunday,12,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
6945,18,Monday,15,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",5 - 15 MPH,Clear
6946,66,Monday,12,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Cloudy
6947,42,Thursday,18,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
6948,37,Friday,14,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6949,15,Thursday,16,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6950,46,Wednesday,6,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6951,37,Wednesday,11,Non-Intersection,Dark - Lighted Roadway,Unknown,"Two-Way, Not Divided",30 - 35  MPH,Other
6952,23,Sunday,6,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6953,12,Monday,12,Intersection,Daylight,Wet,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
6954,13,Sunday,11,Intersection,Daylight,Wet,"Two-Way, Not Divided",40 - 45  MPH,Rain
6955,39,Tuesday,19,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6956,23,Friday,17,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
6957,39,Tuesday,18,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
6958,26,Sunday,21,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6959,24,Tuesday,14,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
6960,26,Monday,11,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
6961,47,Wednesday,23,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6962,21,Thursday,21,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
6963,49,Friday,11,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Cloudy
6964,36,Monday,12,Intersection,Daylight,Dry,"One-Way, Not Divided",30 - 35  MPH,Clear
6965,46,Wednesday,8,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
6966,10,Saturday,12,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",Unknown,Clear
6967,16,Wednesday,4,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",5 - 15 MPH,Clear
6968,57,Saturday,19,Non-Intersection,Dusk,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6969,18,Thursday,16,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6970,49,Thursday,17,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6971,47,Tuesday,13,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Positive Median Barrier",50 - 55  MPH,Clear
6972,18,Monday,8,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
6973,39,Saturday,9,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6974,28,Thursday,20,Intersection,Dark - Lighted Roadway,Wet,"One-Way, Not Divided",30 - 35  MPH,Rain
6975,37,Monday,3,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
6976,25,Friday,14,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
6977,26,Friday,17,Intersection,Dusk,Dry,"One-Way, Not Divided",20 - 25  MPH,Clear
6978,39,Monday,12,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Cloudy
6979,36,Wednesday,16,Intersection,Daylight,Dry,"One-Way, Not Divided",30 - 35  MPH,Clear
6980,16,Monday,19,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6981,25,Monday,17,Intersection-Related,Dark - Roadway Not Lighted,Wet,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
6982,7,Sunday,12,Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
6983,49,Sunday,13,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6984,48,Thursday,23,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
6985,25,Thursday,0,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Divided, Positive Median Barrier",40 - 45  MPH,Clear
6986,18,Saturday,17,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6987,21,Friday,12,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",5 - 15 MPH,Clear
6988,23,Tuesday,17,Intersection,Dusk,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
6989,16,Friday,12,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6990,76,Wednesday,20,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6991,21,Thursday,16,Non-Roadway,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
6992,35,Sunday,17,Non-Intersection,Dusk,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
6993,79,Wednesday,11,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
6994,22,Monday,15,Intersection-Related,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Cloudy
6995,71,Saturday,15,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
6996,65,Monday,10,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
6997,20,Thursday,18,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Divided, Positive Median Barrier",30 - 35  MPH,Clear
6998,10,Saturday,14,Non-Roadway,Daylight,Dry,"Two-Way, Not Divided",Unknown,Clear
6999,25,Thursday,14,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7000,54,Monday,5,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
7001,73,Monday,15,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
7002,17,Sunday,16,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
7003,56,Friday,4,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
7004,27,Wednesday,22,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
7005,13,Tuesday,16,Intersection,Dark - Lighted Roadway,Dry,"One-Way, Not Divided",30 - 35  MPH,Clear
7006,17,Wednesday,16,Non-Intersection,Daylight,Dry,"One-Way, Not Divided",30 - 35  MPH,Clear
7007,52,Wednesday,17,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",50 - 55  MPH,Cloudy
7008,60,Monday,16,Non-Intersection,Daylight,Dry,"One-Way, Not Divided",50 - 55  MPH,Clear
7009,28,Wednesday,15,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
7010,17,Sunday,20,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
7011,37,Wednesday,8,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",20 - 25  MPH,Clear
7012,40,Wednesday,13,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",20 - 25  MPH,Clear
7013,50,Friday,20,Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7014,44,Tuesday,7,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7015,27,Saturday,7,Intersection,Daylight,Wet,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
7016,52,Thursday,17,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
7017,63,Wednesday,16,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
7018,19,Friday,14,Non-Intersection,Dusk,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7019,11,Thursday,17,Non-Roadway,Daylight,Dry,"Two-Way, Not Divided",Unknown,Clear
7020,21,Tuesday,13,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Cloudy
7021,14,Monday,17,Non-Intersection,Dusk,Wet,"Two-Way, Not Divided",50 - 55  MPH,Rain
7022,51,Tuesday,16,Intersection,Daylight,Dry,"Two-Way, Divided, Positive Median Barrier",30 - 35  MPH,Clear
7023,68,Monday,10,Non-Intersection,Daylight,Wet,"Two-Way, Not Divided",30 - 35  MPH,Rain
7024,32,Friday,14,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7025,6,Friday,16,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7026,7,Saturday,15,Intersection-Related,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
7027,30,Friday,16,Non-Intersection,Daylight,Dry,"One-Way, Not Divided",5 - 15 MPH,Clear
7028,28,Friday,9,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",50 - 55  MPH,Clear
7029,19,Friday,13,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
7030,41,Thursday,16,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
7031,54,Friday,23,Intersection,Dark - Roadway Not Lighted,Wet,"Two-Way, Not Divided",40 - 45  MPH,Rain
7032,53,Friday,19,Intersection-Related,Dark - Roadway Not Lighted,Wet,"Two-Way, Not Divided",30 - 35  MPH,Rain
7033,19,Wednesday,21,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Divided, Unprotected Median",20 - 25  MPH,Clear
7034,49,Sunday,16,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Cloudy
7035,26,Sunday,19,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
7036,67,Tuesday,14,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Cloudy
7037,52,Monday,15,Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
7038,39,Tuesday,16,Intersection,Daylight,Wet,"Two-Way, Not Divided",40 - 45  MPH,Cloudy
7039,8,Saturday,16,Non-Roadway,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
7040,5,Saturday,17,Intersection-Related,Dusk,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
7041,38,Sunday,13,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
7042,10,Friday,18,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7043,8,Sunday,0,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7044,8,Friday,15,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7045,29,Wednesday,21,Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
7046,58,Monday,12,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",50 - 55  MPH,Clear
7047,34,Thursday,21,Intersection-Related,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
7048,37,Monday,19,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Divided, Positive Median Barrier",30 - 35  MPH,Clear
7049,17,Tuesday,11,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
7050,58,Friday,5,Intersection-Related,Dark - Lighted Roadway,Dry,"One-Way, Not Divided",30 - 35  MPH,Clear
7051,61,Sunday,13,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
7052,6,Thursday,18,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7053,49,Sunday,15,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
7054,17,Thursday,19,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
7055,28,Friday,17,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
7056,18,Tuesday,18,Non-Intersection,Dusk,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
7057,22,Friday,0,Intersection,Dark - Roadway Not Lighted,Wet,"Two-Way, Not Divided",30 - 35  MPH,Rain
7058,6,Thursday,18,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",Unknown,Clear
7059,21,Tuesday,9,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7060,22,Thursday,9,Non-Intersection,Other,Wet,"Two-Way, Not Divided",20 - 25  MPH,Cloudy
7061,23,Wednesday,17,Intersection-Related,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7062,37,Thursday,18,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7063,18,Tuesday,16,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
7064,57,Wednesday,17,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7065,28,Monday,18,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
7066,48,Friday,0,Non-Intersection,Dark - Lighted Roadway,Wet,"Two-Way, Not Divided",20 - 25  MPH,Rain
7067,48,Tuesday,16,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
7068,43,Friday,18,Intersection,Daylight,Dry,"Two-Way, Divided, Positive Median Barrier",30 - 35  MPH,Clear
7069,65,Friday,14,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
7070,20,Tuesday,16,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",20 - 25  MPH,Cloudy
7071,55,Friday,16,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7072,61,Friday,14,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7073,999,Friday,6,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
7074,12,Tuesday,16,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7075,38,Tuesday,20,Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7076,19,Saturday,21,Intersection-Related,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7077,51,Sunday,12,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Positive Median Barrier",40 - 45  MPH,Clear
7078,5,Tuesday,18,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
7079,47,Saturday,12,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
7080,38,Thursday,19,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
7081,5,Friday,13,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Cloudy
7082,9,Monday,14,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7083,25,Wednesday,18,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",50 - 55  MPH,Clear
7084,15,Friday,10,Intersection-Related,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7085,19,Saturday,6,Intersection,Dark - Unknown Lighting,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
7086,25,Sunday,18,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
7087,35,Friday,23,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Divided, Positive Median Barrier",40 - 45  MPH,Clear
7088,19,Wednesday,10,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Cloudy
7089,25,Saturday,18,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
7090,16,Saturday,18,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
7091,52,Saturday,17,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
7092,17,Thursday,14,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7093,61,Monday,11,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",5 - 15 MPH,Clear
7094,58,Wednesday,15,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
7095,8,Saturday,14,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7096,14,Saturday,16,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7097,38,Saturday,11,Non-Intersection,Daylight,Wet,"Two-Way, Not Divided",50 - 55  MPH,Rain
7098,50,Tuesday,17,Intersection-Related,Daylight,Dry,"Two-Way, Not Divided",Unknown,Clear
7099,6,Sunday,16,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
7100,19,Wednesday,20,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
7101,23,Saturday,2,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7102,37,Tuesday,21,Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7103,19,Monday,13,Non-Roadway,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
7104,27,Wednesday,17,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
7105,49,Saturday,17,Intersection,Daylight,Wet,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
7106,22,Thursday,16,Intersection,Daylight,Dry,Unknown,20 - 25  MPH,Clear
7107,42,Tuesday,20,Intersection,Dusk,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
7108,22,Monday,22,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
7109,8,Monday,18,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7110,12,Tuesday,19,Intersection-Related,Daylight,Dry,"Two-Way, Divided, Unprotected Median",50 - 55  MPH,Clear
7111,46,Monday,18,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7112,26,Friday,16,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
7113,27,Friday,18,Intersection-Related,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7114,22,Thursday,13,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
7115,52,Saturday,9,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
7116,75,Tuesday,15,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7117,26,Wednesday,8,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7118,43,Monday,12,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",5 - 15 MPH,Cloudy
7119,21,Monday,13,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7120,35,Wednesday,12,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
7121,51,Thursday,10,Intersection,Daylight,Dry,"Two-Way, Divided, Positive Median Barrier",30 - 35  MPH,Clear
7122,29,Thursday,15,Intersection-Related,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
7123,59,Tuesday,17,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
7124,58,Monday,11,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
7125,21,Tuesday,15,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
7126,61,Wednesday,22,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
7127,58,Saturday,12,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7128,52,Saturday,21,Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7129,34,Saturday,11,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
7130,52,Tuesday,5,Intersection,Dawn,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
7131,11,Saturday,11,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
7132,42,Saturday,18,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
7133,58,Friday,11,Intersection,Daylight,Dry,"Two-Way, Divided, Positive Median Barrier",40 - 45  MPH,Clear
7134,18,Friday,18,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
7135,81,Thursday,11,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",Unknown,Clear
7136,52,Sunday,3,Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7137,26,Tuesday,17,Non-Intersection,Dark - Lighted Roadway,Dry,Unknown,20 - 25  MPH,Clear
7138,43,Friday,16,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
7139,9,Wednesday,17,Intersection-Related,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7140,30,Thursday,11,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7141,27,Sunday,2,Non-Intersection,Dark - Roadway Not Lighted,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
7142,57,Sunday,9,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
7143,50,Sunday,8,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
7144,33,Saturday,9,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
7145,57,Saturday,10,Intersection-Related,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
7146,20,Thursday,14,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",Unknown,Clear
7147,25,Tuesday,13,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
7148,27,Friday,11,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Cloudy
7149,51,Thursday,18,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
7150,11,Wednesday,23,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
7151,28,Thursday,19,Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",30 - 35  MPH,Clear
7152,19,Tuesday,15,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7153,14,Saturday,20,Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7154,14,Friday,12,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
7155,14,Saturday,21,Non-Intersection,Dark - Lighted Roadway,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7156,91,Sunday,10,Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
7157,33,Wednesday,6,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
7158,33,Wednesday,19,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
7159,57,Thursday,10,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
7160,21,Friday,12,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Clear
7161,10,Wednesday,17,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",30 - 35  MPH,Cloudy
7162,12,Tuesday,14,Non-Roadway,Daylight,Dry,"Two-Way, Not Divided",5 - 15 MPH,Clear
7163,14,Tuesday,16,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",5 - 15 MPH,Clear
7164,29,Monday,17,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
7165,31,Sunday,15,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
7166,23,Monday,19,Non-Intersection,Daylight,Unknown,"Two-Way, Not Divided",Unknown,Cloudy
7167,12,Sunday,19,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
7168,11,Friday,19,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
7169,42,Thursday,18,Non-Intersection,Daylight,Dry,"Two-Way, Divided, Unprotected Median",40 - 45  MPH,Clear
7170,50,Saturday,11,Intersection-Related,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
7171,14,Friday,13,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Cloudy
7172,23,Friday,9,Intersection,Daylight,Dry,"Two-Way, Not Divided",40 - 45  MPH,Clear
7173,6,Saturday,17,Non-Roadway,Daylight,Dry,Unknown,5 - 15 MPH,Clear
7174,25,Wednesday,17,Intersection,Daylight,Dry,"Two-Way, Not Divided",20 - 25  MPH,Clear
7175,13,Saturday,19,Non-Intersection,Daylight,Dry,"Two-Way, Not Divided",50 - 55  MPH,Clear
